epoch,loss,val_loss
0,0.33784064650535583,0.2805194556713104
1,0.27915599942207336,0.2698683440685272
2,0.26922672986984253,0.2627889811992645
3,0.2614569664001465,0.25957316160202026
4,0.2594711482524872,0.259152889251709
5,0.2581908106803894,0.25679758191108704
6,0.25723719596862793,0.2570917010307312
7,0.2563791275024414,0.25854218006134033
8,0.2558261454105377,0.2554618716239929
9,0.2552310526371002,0.25778070092201233
10,0.2549402415752411,0.2571537494659424
11,0.2546367347240448,0.25511327385902405
12,0.2543107569217682,0.25706246495246887
13,0.254296213388443,0.25727319717407227
14,0.2538948059082031,0.25518161058425903
15,0.25373467803001404,0.2562643885612488
16,0.2535880506038666,0.2539244294166565
17,0.2533479630947113,0.25408920645713806
18,0.25327473878860474,0.2543967068195343
19,0.25328341126441956,0.2546879053115845
20,0.2532041668891907,0.2552730143070221
21,0.25300613045692444,0.2548326551914215
22,0.2528994381427765,0.254697322845459
23,0.25272703170776367,0.2566595673561096
24,0.2526021897792816,0.2560039758682251
25,0.25252383947372437,0.25472867488861084
26,0.25237837433815,0.25489792227745056
