epoch,loss,val_loss
0,0.3567715585231781,0.29052552580833435
1,0.26860475540161133,0.26827341318130493
2,0.2606208920478821,0.26573869585990906
3,0.2577572464942932,0.2637735903263092
4,0.2559751570224762,0.2621280550956726
5,0.2548046410083771,0.26147037744522095
6,0.2541351914405823,0.2599363923072815
7,0.25347381830215454,0.25978726148605347
8,0.25308147072792053,0.25973355770111084
9,0.25287139415740967,0.25979700684547424
10,0.25268179178237915,0.25889748334884644
11,0.2523500919342041,0.2590888738632202
12,0.2521590292453766,0.26062631607055664
13,0.2523019015789032,0.2587862014770508
14,0.2518765926361084,0.25938645005226135
15,0.25202062726020813,0.25956466794013977
16,0.2518671751022339,0.25893741846084595
17,0.2519414722919464,0.2599503993988037
18,0.25148606300354004,0.25972220301628113
19,0.2518077790737152,0.2595870792865753
20,0.2512323260307312,0.2598668336868286
21,0.25130996108055115,0.2593895494937897
22,0.25103554129600525,0.26025140285491943
23,0.25086548924446106,0.2593565285205841
