epoch,loss,val_loss
0,0.385214239358902,0.27827486395835876
1,0.27451756596565247,0.2598378360271454
2,0.26539865136146545,0.2594815492630005
3,0.26152846217155457,0.25979912281036377
4,0.2591252326965332,0.2597109377384186
5,0.2568092346191406,0.25084930658340454
6,0.2559371888637543,0.25593528151512146
7,0.2542228102684021,0.2527603805065155
8,0.25424206256866455,0.25069770216941833
9,0.2532772421836853,0.252851277589798
10,0.2522411048412323,0.25174951553344727
11,0.2521708309650421,0.2489037811756134
12,0.2518775463104248,0.2484249770641327
13,0.2517070770263672,0.2606979012489319
14,0.2516956329345703,0.2481285184621811
15,0.2512570023536682,0.2463771402835846
16,0.25140294432640076,0.25016093254089355
17,0.25150060653686523,0.2460445612668991
18,0.25129932165145874,0.2469542920589447
19,0.2515053451061249,0.24637949466705322
20,0.25067606568336487,0.2445366382598877
21,0.25085487961769104,0.24647176265716553
22,0.2516728639602661,0.24653230607509613
23,0.25032129883766174,0.24439018964767456
24,0.25200122594833374,0.2471483051776886
25,0.25102299451828003,0.24646484851837158
26,0.25069400668144226,0.24697276949882507
27,0.25014060735702515,0.24423198401927948
28,0.2507886588573456,0.24349671602249146
29,0.2504868805408478,0.24276134371757507
30,0.2499452531337738,0.24457329511642456
31,0.25006163120269775,0.24880339205265045
32,0.2500580847263336,0.24244193732738495
33,0.2496711164712906,0.24595782160758972
34,0.2507060766220093,0.2447972446680069
35,0.2502308785915375,0.24422578513622284
36,0.2497684806585312,0.2434825897216797
37,0.24954189360141754,0.2433067411184311
38,0.2501872479915619,0.24483880400657654
39,0.2502734065055847,0.24466262757778168
40,0.2495805025100708,0.25027164816856384
41,0.24978280067443848,0.24382564425468445
42,0.2493886649608612,0.24786882102489471
