epoch,loss,val_loss
0,0.3273020088672638,0.27665597200393677
1,0.2745768129825592,0.2632736563682556
2,0.2661482095718384,0.26103734970092773
3,0.26294928789138794,0.2590796947479248
4,0.26109370589256287,0.2581430971622467
5,0.259787380695343,0.2595074474811554
6,0.2592199146747589,0.26154428720474243
7,0.25891631841659546,0.2587106227874756
8,0.25809961557388306,0.2581630349159241
9,0.2575969398021698,0.2602910101413727
10,0.25745153427124023,0.25768986344337463
11,0.2573504149913788,0.25760072469711304
12,0.25685110688209534,0.2591264545917511
13,0.25676509737968445,0.25738784670829773
14,0.25720831751823425,0.25835347175598145
15,0.2561844289302826,0.25779739022254944
16,0.2559473216533661,0.259278804063797
17,0.2562015652656555,0.2562504708766937
18,0.2559429407119751,0.2562946677207947
19,0.25596117973327637,0.2560364902019501
20,0.2554255425930023,0.2562812566757202
21,0.2557077407836914,0.25530344247817993
22,0.25527647137641907,0.2568899989128113
23,0.2559892535209656,0.2558043897151947
24,0.25509974360466003,0.25628072023391724
25,0.2550143897533417,0.25586435198783875
26,0.25492727756500244,0.2555236220359802
27,0.2549327611923218,0.2557150721549988
28,0.2550335228443146,0.25484079122543335
29,0.254603773355484,0.2557896077632904
30,0.25482165813446045,0.25642791390419006
31,0.25458967685699463,0.2553118169307709
32,0.2548186480998993,0.25607162714004517
33,0.2543393075466156,0.2542804479598999
34,0.2542475461959839,0.2566852569580078
35,0.2547091543674469,0.25526803731918335
36,0.25482499599456787,0.255277544260025
37,0.25428593158721924,0.25519880652427673
38,0.2542501986026764,0.25470563769340515
39,0.25424402952194214,0.25774872303009033
40,0.2543163001537323,0.25484874844551086
41,0.25425344705581665,0.25406014919281006
42,0.2541173994541168,0.25495752692222595
43,0.2539462447166443,0.25399380922317505
44,0.254478394985199,0.25457534193992615
45,0.25623926520347595,0.25722867250442505
46,0.2550925016403198,0.2560480237007141
47,0.25525420904159546,0.25476494431495667
48,0.25457602739334106,0.25479280948638916
49,0.25407126545906067,0.2558955252170563
50,0.2539314031600952,0.25450870394706726
51,0.2536463439464569,0.2537069618701935
52,0.2537629306316376,0.2557796835899353
53,0.2541627287864685,0.25410425662994385
54,0.25352269411087036,0.254137247800827
55,0.25379911065101624,0.25451648235321045
56,0.2535255551338196,0.2540284991264343
57,0.2533639967441559,0.2555564343929291
58,0.2535803020000458,0.25666213035583496
59,0.2534475028514862,0.25346189737319946
60,0.25398191809654236,0.25352931022644043
61,0.2535986006259918,0.2542721629142761
62,0.25322282314300537,0.2554377317428589
63,0.25310763716697693,0.2529059052467346
64,0.25346460938453674,0.25629809498786926
65,0.25540581345558167,0.2553066611289978
66,0.2553716003894806,0.2553148567676544
67,0.25433334708213806,0.2551491856575012
68,0.25483644008636475,0.25431475043296814
69,0.254268616437912,0.2537139654159546
70,0.2541499137878418,0.25443413853645325
71,0.2537855803966522,0.2538691461086273
72,0.25417560338974,0.25538021326065063
73,0.255805641412735,0.2536943852901459
