epoch,loss,val_loss
0,0.4079974293708801,0.2709883153438568
1,0.26940590143203735,0.2556436061859131
2,0.2616131603717804,0.2522692382335663
3,0.25929492712020874,0.2507489025592804
4,0.25815919041633606,0.2501756548881531
5,0.2574773132801056,0.24945245683193207
6,0.2569974660873413,0.24921110272407532
7,0.25656142830848694,0.24881614744663239
8,0.25626426935195923,0.24854698777198792
9,0.2559610903263092,0.2490679770708084
10,0.2555520534515381,0.24826066195964813
11,0.25545284152030945,0.24817967414855957
12,0.25523751974105835,0.24852371215820312
13,0.2550598978996277,0.24814437329769135
14,0.25519227981567383,0.2480485439300537
15,0.2548220455646515,0.2477179318666458
16,0.2546418011188507,0.2483377605676651
17,0.2545837163925171,0.2478400319814682
18,0.25454097986221313,0.24813327193260193
19,0.2546996474266052,0.2483997344970703
20,0.25434011220932007,0.24776285886764526
21,0.2543109059333801,0.24775439500808716
22,0.25418245792388916,0.24828262627124786
23,0.25401216745376587,0.2477470338344574
24,0.25409191846847534,0.24830633401870728
25,0.25429829955101013,0.24822327494621277
