epoch,loss,val_loss
0,0.32089102268218994,0.274865984916687
1,0.27584782242774963,0.27366721630096436
2,0.27106767892837524,0.2717946767807007
3,0.26810914278030396,0.26398584246635437
4,0.26483696699142456,0.26158007979393005
5,0.2625161111354828,0.2602730989456177
6,0.2610805034637451,0.25989484786987305
7,0.26034826040267944,0.25732511281967163
8,0.25882264971733093,0.25607365369796753
9,0.2589883804321289,0.25822803378105164
10,0.2580069601535797,0.2565596401691437
11,0.2580680251121521,0.2568785846233368
12,0.2577197253704071,0.25578391551971436
13,0.25693410634994507,0.25656986236572266
14,0.2573310136795044,0.2552989721298218
15,0.2573779821395874,0.2567511796951294
16,0.2563677728176117,0.25616157054901123
17,0.2561919391155243,0.2546102702617645
18,0.2559936046600342,0.25480273365974426
19,0.25586235523223877,0.26001790165901184
20,0.25564488768577576,0.2591322660446167
21,0.255779892206192,0.2554210126399994
22,0.25496551394462585,0.25625428557395935
23,0.2549099624156952,0.26029717922210693
24,0.2547723352909088,0.26008352637290955
25,0.2547101378440857,0.26452550292015076
26,0.255338191986084,0.27582183480262756
27,0.255521297454834,0.2785288989543915
