epoch,loss,val_loss
0,0.3741680681705475,0.29719725251197815
1,0.29030176997184753,0.2876044511795044
2,0.2852952778339386,0.28323253989219666
3,0.28296616673469543,0.28310975432395935
4,0.2813410460948944,0.2816467881202698
5,0.27957120537757874,0.28082147240638733
6,0.277091383934021,0.28368979692459106
7,0.2747230529785156,0.2861914038658142
8,0.27103039622306824,0.2780185639858246
9,0.26944905519485474,0.2782365679740906
10,0.2676369845867157,0.2708393633365631
11,0.267076313495636,0.2702194154262543
12,0.2661135792732239,0.2679227590560913
13,0.2627916634082794,0.26322266459465027
14,0.25855857133865356,0.2607043981552124
15,0.25731733441352844,0.2619258463382721
16,0.25590166449546814,0.2593388855457306
17,0.2548339068889618,0.26026418805122375
18,0.2535228133201599,0.2575059235095978
19,0.25243180990219116,0.25504058599472046
20,0.2516672909259796,0.2569381594657898
21,0.25271835923194885,0.2558017075061798
22,0.2510860562324524,0.2582458555698395
23,0.251301646232605,0.25559255480766296
24,0.2503804862499237,0.2561812996864319
25,0.251652330160141,0.25628983974456787
26,0.25037649273872375,0.2553136646747589
27,0.251008540391922,0.25513991713523865
28,0.2500728368759155,0.2549048364162445
29,0.25052642822265625,0.25547686219215393
30,0.24974094331264496,0.2553092837333679
31,0.25031501054763794,0.2584715485572815
32,0.24962998926639557,0.2584341764450073
33,0.24946823716163635,0.2576359510421753
34,0.24945399165153503,0.25458216667175293
35,0.2502146363258362,0.2577429711818695
36,0.2499513328075409,0.2539653480052948
37,0.2490457147359848,0.25719308853149414
38,0.24895332753658295,0.25609859824180603
39,0.2491515427827835,0.25608813762664795
40,0.2500757873058319,0.25555217266082764
41,0.24889272451400757,0.2555050253868103
42,0.24900944530963898,0.2577912211418152
43,0.24951300024986267,0.2553810775279999
44,0.24898464977741241,0.2564600706100464
45,0.2490428388118744,0.25364190340042114
46,0.24859286844730377,0.2558051645755768
47,0.24842223525047302,0.2552252411842346
48,0.24872998893260956,0.25490617752075195
49,0.24970968067646027,0.2575278580188751
50,0.24884933233261108,0.25444746017456055
51,0.2484607696533203,0.2556802034378052
52,0.24846817553043365,0.2537769079208374
53,0.24851645529270172,0.2528926134109497
54,0.2496545910835266,0.2553591728210449
55,0.25003278255462646,0.2529938817024231
56,0.24877040088176727,0.2533763647079468
57,0.25196003913879395,0.25426939129829407
58,0.2513493597507477,0.25716373324394226
59,0.2508123815059662,0.25509604811668396
60,0.25134602189064026,0.256025105714798
61,0.2508288025856018,0.2557542324066162
62,0.25016874074935913,0.25382551550865173
63,0.25024524331092834,0.25398269295692444
