epoch,loss,val_loss
0,0.31107813119888306,0.2945091426372528
1,0.2742290496826172,0.2749309539794922
2,0.2572912275791168,0.2788141071796417
3,0.25021013617515564,0.26187101006507874
4,0.24807456135749817,0.2653503119945526
5,0.246992826461792,0.2559015452861786
6,0.24590736627578735,0.2825329899787903
7,0.24657124280929565,0.2586154043674469
8,0.24526220560073853,0.25457054376602173
9,0.24484364688396454,0.26753130555152893
10,0.2443012148141861,0.26782360672950745
11,0.2438516467809677,0.26219233870506287
12,0.24429717659950256,0.2593560814857483
13,0.2435315102338791,0.2620834410190582
14,0.2437896728515625,0.26417940855026245
15,0.24343112111091614,0.2628108859062195
16,0.24321919679641724,0.2798634469509125
17,0.24335311353206635,0.2547556757926941
18,0.24287649989128113,0.26137909293174744
