epoch,loss,val_loss
0,0.43375420570373535,0.265765905380249
1,0.2688232660293579,0.25564783811569214
2,0.26270464062690735,0.25317877531051636
3,0.2604048550128937,0.2520368993282318
4,0.2589768171310425,0.25123339891433716
5,0.25801408290863037,0.2502754032611847
6,0.25731992721557617,0.24963799118995667
7,0.2567192316055298,0.24915523827075958
8,0.25624528527259827,0.24888549745082855
9,0.2559804320335388,0.2483896166086197
10,0.2556878924369812,0.24917437136173248
11,0.2554652988910675,0.24864530563354492
12,0.25519880652427673,0.24861454963684082
13,0.2551366984844208,0.2485390603542328
14,0.25504183769226074,0.2485465109348297
15,0.25471338629722595,0.2481699287891388
16,0.25467202067375183,0.24800458550453186
17,0.25459566712379456,0.24744273722171783
18,0.2544272541999817,0.24785444140434265
19,0.2545671761035919,0.2483604997396469
20,0.2542244493961334,0.24771031737327576
21,0.2542763948440552,0.24800926446914673
22,0.2540513277053833,0.24774546921253204
23,0.25411471724510193,0.24791426956653595
24,0.25419241189956665,0.24818533658981323
25,0.25397053360939026,0.24766197800636292
26,0.2539861798286438,0.24807478487491608
27,0.25386562943458557,0.24693961441516876
28,0.253864586353302,0.24763192236423492
29,0.2538257837295532,0.24745555222034454
30,0.2537088096141815,0.24713315069675446
31,0.2540375888347626,0.24693620204925537
32,0.2536402642726898,0.24734793603420258
33,0.253818541765213,0.24718159437179565
34,0.25363844633102417,0.2469165027141571
35,0.25359222292900085,0.247030571103096
36,0.2536783814430237,0.24694111943244934
37,0.2534845471382141,0.24673165380954742
38,0.2534313499927521,0.24692365527153015
39,0.25344252586364746,0.24706241488456726
40,0.2536947429180145,0.24692237377166748
41,0.25345805287361145,0.24705080687999725
42,0.2534894347190857,0.246896892786026
43,0.25341445207595825,0.24671094119548798
44,0.2533699572086334,0.24689753353595734
45,0.25348201394081116,0.24675795435905457
46,0.2533246874809265,0.24681805074214935
47,0.2533547580242157,0.2466077357530594
48,0.2533242106437683,0.24682563543319702
49,0.2532457709312439,0.24645006656646729
50,0.25325852632522583,0.24651741981506348
51,0.2532450556755066,0.24631281197071075
52,0.2532278597354889,0.2463202178478241
53,0.2531740069389343,0.24647380411624908
54,0.25326406955718994,0.24634486436843872
55,0.25314977765083313,0.24626420438289642
56,0.25311318039894104,0.2464914321899414
57,0.2531629502773285,0.24650314450263977
58,0.25298285484313965,0.24632979929447174
59,0.25319704413414,0.24641920626163483
60,0.25293606519699097,0.24624429643154144
61,0.2529749572277069,0.24637603759765625
62,0.2529633045196533,0.24617943167686462
63,0.2529856860637665,0.24610549211502075
64,0.25298750400543213,0.24623046815395355
65,0.25291743874549866,0.246316060423851
66,0.2529420256614685,0.24645286798477173
67,0.2529279291629791,0.2462053745985031
68,0.2528872489929199,0.24630698561668396
69,0.2528451979160309,0.24618975818157196
70,0.25298985838890076,0.24625028669834137
71,0.25276893377304077,0.24612070620059967
72,0.25280624628067017,0.2464357614517212
73,0.2528202533721924,0.24629080295562744
